ID,X,Y
28637,"[0, 1, 0.05394117147929962, 0]",1
28638,"[0, 3, 0.05379696389867554, 0]",0
28639,"[0, 1, 0.05699188891453888, 1]",1
28640,"[1, 2, 0.029934688186593093, 0]",0
28641,"[0, 2, 0.0313815622742274, 0]",0
28642,"[1, 3, 0.07006116228664722, 0]",0
28643,"[1, 3, 0.026241329416407378, 0]",0
28644,"[0, 1, 0.033602350932322556, 0]",1
28645,"[0, 1, 0.050447826658532834, 0]",1
28646,"[1, 3, 0.07006116228664722, 0]",0
28647,"[0, 1, 0.03908074271296693, 0]",1
28648,"[0, 2, 0.06181290929198182, 0]",1
28649,"[0, 2, 0.03476976147673977, 1]",1
28650,"[0, 3, 0.04635968196898636, 0]",0
28651,"[0, 1, 0.053223984884214474, 1]",1
28652,"[0, 2, 0.04055344177072728, 1]",1
28653,"[0, 3, 0.02913118440213094, 1]",1
28654,"[0, 1, 0.18543872787594545, 0]",1
28655,"[0, 1, 0.020340273314056103, 1]",1
28656,"[0, 1, 0.06218786688764792, 1]",1
28657,"[0, 2, 0.02822207753485455, 0]",1
28658,"[0, 2, 0.08181120347468182, 0]",1
28659,"[0, 1, 0.059620158778266076, 0]",1
28660,"[1, 1, 0.03353532657666223, 0]",0
28661,"[0, 2, 0.05152809206744234, 0]",1
28662,"[0, 1, 0.1673683321292128, 1]",1
28663,"[0, 1, 0.05578944404307093, 0]",1
28664,"[0, 2, 0.044854675967849617, 0]",1
28665,"[1, 3, 0.0127653812640925, 0]",0
28666,"[0, 1, 0.07625784716045353, 0]",1
28667,"[1, 3, 0.09591658338410972, 0]",0
28668,"[1, 2, 0.08088187174782004, 0]",0
28669,"[0, 1, 0.059071176045604516, 1]",0
28670,"[0, 1, 0.13150368953009575, 1]",1
28671,"[0, 1, 0.026034619564027497, 0]",1
28672,"[0, 2, 0.0366391883785831, 0]",1
28673,"[1, 1, 0.0414193356743908, 0]",0
28674,"[0, 1, 0.09414468682268219, 0]",1
28675,"[1, 3, 0.06025259956651661, 0]",0
28676,"[1, 3, 0.06694733285168512, 0]",0
28677,"[0, 2, 0.07319949784576794, 0]",1
28678,"[1, 3, 0.06846886314376888, 0]",0
28679,"[0, 2, 0.3308032352628909, 0]",1
28680,"[1, 1, 0.019774271929899397, 0]",0
28681,"[1, 3, 0.05021049963876384, 0]",0
28682,"[1, 2, 0.028967595945440676, 0]",0
28683,"[1, 1, 0.03680178677386899, 0]",0
28684,"[0, 2, 0.012929742396248198, 0]",0
28685,"[1, 3, 0.029828019587384458, 0]",0
28686,"[0, 1, 0.0651927338060119, 1]",1
28687,"[0, 1, 0.035563887400567665, 1]",1
28688,"[0, 1, 0.05873030566217255, 1]",1
28689,"[0, 1, 0.07927973627173238, 0]",1
28690,"[0, 3, 0.04634815351270508, 0]",0
28691,"[0, 2, 0.016481557173436655, 0]",1
28692,"[0, 1, 0.062030036163780805, 1]",1
28693,"[1, 2, 0.06846886314376888, 0]",0
28694,"[0, 2, 0.07947374051826235, 1]",1
28695,"[0, 2, 0.04262727339196435, 1]",1
28696,"[0, 2, 0.0669229911940846, 0]",1
28697,"[0, 2, 0.06323804440170591, 1]",1
28698,"[0, 1, 0.13551009514651263, 1]",1
28699,"[1, 2, 0.015593469999357233, 0]",0
28700,"[1, 1, 0.031782840391785645, 0]",0
28701,"[1, 2, 0.04938737669386607, 0]",0
28702,"[1, 1, 0.08928646454422544, 0]",1
28703,"[1, 2, 0.04564590876251259, 0]",0
28704,"[0, 1, 0.07515329164794753, 1]",1
28705,"[0, 2, 0.072773035719588, 0]",0
28706,"[1, 2, 0.04344123989791456, 0]",0
28707,"[1, 1, 0.04915704149554688, 0]",1
28708,"[0, 2, 0.011354678877651807, 1]",1
28709,"[1, 2, 0.03351302311011062, 0]",0
28710,"[0, 3, 0.04151613310655495, 0]",0
28711,"[0, 2, 0.05151075774331818, 1]",1
28712,"[1, 3, 0.07724692252117514, 0]",0
28713,"[0, 1, 0.018689446762408385, 0]",0
28714,"[1, 1, 0.005559322758242707, 0]",0
28715,"[1, 2, 0.028765498718512254, 0]",0
28716,"[1, 1, 0.03943136601857414, 0]",0
28717,"[0, 2, 0.06321774813952687, 1]",1
28718,"[1, 3, 0.00880885958574804, 0]",0
28719,"[1, 1, 0.05021049963876384, 1]",1
28720,"[1, 1, 0.03725955333585073, 0]",1
28721,"[1, 2, 0.04303757111894044, 0]",0
28722,"[1, 1, 0.04323236664690932, 0]",0
28723,"[0, 1, 0.1434585703964681, 0]",0
28724,"[1, 2, 0.03598616953205626, 0]",0
28725,"[1, 1, 0.059071176045604516, 0]",0
28726,"[0, 3, 0.033114058549275974, 0]",1
28727,"[1, 3, 0.022151691017101693, 0]",0
28728,"[0, 1, 0.041054232457819376, 1]",1
28729,"[0, 2, 0.05426663527558582, 0]",0
28730,"[0, 2, 0.03089709106212866, 1]",1
28731,"[0, 2, 0.04366130403370768, 0]",1
28732,"[0, 1, 0.09914007764697495, 1]",1
28733,"[1, 1, 0.011608567910526432, 0]",0
28734,"[0, 3, 0.0077415923779374325, 0]",0
28735,"[0, 2, 0.11435173564643143, 0]",1
28736,"[0, 1, 0.023001179899031016, 0]",1
28737,"[0, 1, 0.07626666153682032, 0]",1
28738,"[0, 2, 0.056490129448999164, 1]",1
28739,"[0, 2, 0.03174476351528435, 1]",1
28740,"[0, 2, 0.14264517528918882, 1]",1
28741,"[1, 1, 0.029100925565258777, 0]",0
28742,"[1, 3, 0.0734787799591666, 0]",0
28743,"[0, 3, 0.04967108782391396, 0]",0
28744,"[1, 2, 0.0627631245484548, 0]",0
28745,"[1, 3, 0.009877475338773214, 0]",0
28746,"[1, 2, 0.12050519913303322, 0]",0
28747,"[1, 2, 0.03351302311011062, 0]",0
28748,"[1, 1, 0.05147282683859783, 0]",0
28749,"[0, 2, 0.1158992049224659, 0]",1
28750,"[0, 1, 0.052592769670971, 0]",1
28751,"[1, 1, 0.02147938932926009, 0]",1
28752,"[1, 1, 0.10240934600730078, 0]",1
28753,"[0, 2, 0.13101118228233302, 1]",1
28754,"[0, 1, 0.015984443772412326, 0]",1
28755,"[1, 2, 0.0627631245484548, 0]",0
28756,"[1, 1, 0.057352183879158386, 0]",0
28757,"[0, 1, 0.05007851826118145, 0]",1
28758,"[0, 1, 0.10134139229836203, 0]",1
28759,"[0, 3, 0.08142243184664406, 0]",0
28760,"[0, 2, 0.0534919407334458, 0]",1
28761,"[0, 1, 0.031505070025037225, 0]",0
28762,"[0, 1, 0.12296448891125837, 0]",1
28763,"[1, 2, 0.03413648396284463, 0]",1
28764,"[0, 1, 0.08142243184664406, 0]",1
28765,"[0, 1, 0.020786455376198103, 0]",0
28766,"[1, 2, 0.022076039032850648, 0]",0
28767,"[0, 3, 0.05502557053735845, 0]",1
28768,"[0, 2, 0.007626911337533748, 0]",0
28769,"[0, 1, 0.019146827827029894, 0]",1
28770,"[0, 1, 0.045926123769507554, 0]",1
28771,"[1, 1, 0.02298827205073704, 0]",0
28772,"[1, 3, 0.011542643595118125, 0]",0
28773,"[0, 1, 0.012723306354232076, 0]",1
28774,"[1, 1, 0.011168094853364901, 0]",0
28775,"[0, 1, 0.014149432423892171, 0]",1
28776,"[0, 1, 0.12903701072365845, 1]",1
28777,"[0, 1, 0.0748220257343834, 0]",1
28778,"[0, 1, 0.10553799287128704, 1]",1
28779,"[0, 1, 0.043208180890955065, 1]",1
28780,"[1, 1, 0.0071095699848802716, 0]",0
28781,"[1, 2, 0.007993048615342476, 0]",0
28782,"[1, 2, 0.03765787472907288, 0]",0
28783,"[1, 2, 0.0104605207580758, 0]",0
28784,"[1, 1, 0.033615409367757226, 0]",0
28785,"[0, 3, 0.12643549627905373, 0]",0
28786,"[0, 3, 0.07531574945814576, 0]",0
28787,"[1, 1, 0.049441971803898574, 0]",0
28788,"[0, 3, 0.06656816720963815, 0]",1
28789,"[1, 2, 0.07531574945814576, 0]",0
28790,"[0, 1, 0.06291999576787675, 0]",0
28791,"[0, 1, 0.04824637734918701, 0]",1
28792,"[0, 1, 0.07619969693871512, 0]",1
28793,"[1, 3, 0.05379696389867554, 0]",0
28794,"[1, 1, 0.023556534740862767, 0]",0
28795,"[0, 2, 0.06781067312482267, 0]",1
28796,"[0, 1, 0.057038061093541946, 1]",1
28797,"[1, 2, 0.018947358354250505, 0]",0
28798,"[0, 2, 0.015292537961044824, 0]",0
28799,"[0, 3, 0.05106152505637, 0]",0
28800,"[0, 1, 0.036113541314296616, 1]",1
28801,"[1, 2, 0.07724692252117514, 0]",0
28802,"[1, 1, 0.031469571153247396, 0]",0
28803,"[0, 1, 0.07167034316364737, 0]",1
28804,"[0, 3, 0.0547750905150151, 0]",0
28805,"[0, 1, 0.011444640766810333, 1]",1
28806,"[1, 1, 0.015528078659270897, 0]",0
28807,"[0, 2, 0.06947539946763409, 1]",1
28808,"[0, 1, 0.06769955007473775, 0]",1
28809,"[1, 1, 0.012491628842383536, 0]",0
28810,"[1, 3, 0.023536171705670548, 0]",0
28811,"[0, 1, 0.08860676406840677, 1]",1
28812,"[0, 1, 0.07125693080876325, 1]",1
28813,"[1, 2, 0.043229353524619214, 0]",0
28814,"[0, 1, 0.09376115454401736, 1]",1
28815,"[0, 1, 0.09327964868490558, 0]",1
28816,"[0, 2, 0.012929742396248198, 0]",1
28817,"[0, 2, 0.05428614433179641, 0]",1
28818,"[0, 1, 0.08002018988526324, 1]",1
28819,"[1, 2, 0.016615787323570608, 0]",0
28820,"[0, 1, 0.025039259130590723, 0]",1
28821,"[0, 1, 0.14012232457329443, 0]",1
28822,"[1, 3, 0.05101063715905067, 0]",0
28823,"[1, 2, 0.02489776841591595, 0]",0
28824,"[1, 1, 0.016427217572379776, 0]",0
28825,"[0, 3, 0.07006116228664722, 0]",0
28826,"[0, 1, 0.07386519751096755, 1]",1
28827,"[1, 2, 0.1434585703964681, 0]",0
28828,"[0, 2, 0.042684288421018186, 1]",1
28829,"[0, 2, 0.05684207506275152, 0]",1
28830,"[1, 1, 0.013850287024593578, 0]",0
28831,"[0, 1, 0.08181120347468182, 1]",1
28832,"[0, 1, 0.05981305280180377, 1]",1
28833,"[0, 1, 0.059918490420634726, 0]",1
28834,"[0, 1, 0.09274661301645577, 0]",1
28835,"[0, 1, 0.058530228621280704, 0]",1
28836,"[0, 3, 0.03503058114332361, 0]",0
28837,"[0, 1, 0.07135541489000029, 0]",1
28838,"[0, 3, 0.03912506465358221, 0]",1
28839,"[0, 3, 0.048515357146392, 1]",1
28840,"[0, 1, 0.0884602391442215, 0]",1
28841,"[0, 2, 0.06694733285168512, 0]",1
28842,"[0, 2, 0.00720724875197567, 0]",0
28843,"[1, 2, 0.03544270562736271, 0]",0
28844,"[1, 2, 0.04496462654217657, 0]",0
28845,"[1, 3, 0.030741122227814593, 0]",0
28846,"[0, 2, 0.06558259108968147, 1]",1
28847,"[0, 1, 0.02186304553313586, 0]",1
28848,"[1, 3, 0.06694733285168512, 0]",0
28849,"[0, 1, 0.03121052325448481, 0]",1
28850,"[0, 3, 0.05578944404307093, 0]",0
28851,"[0, 2, 0.01847251254783119, 0]",1
28852,"[0, 1, 0.07678178820341469, 1]",1
28853,"[0, 3, 0.034627930785354366, 0]",0
28854,"[0, 3, 0.05918257272636557, 0]",1
28855,"[1, 1, 0.06296219245398604, 0]",1
28856,"[1, 1, 0.09807485723509023, 0]",1
28857,"[1, 3, 0.10759392779735108, 0]",0
28858,"[0, 1, 0.1463989956915359, 0]",1
28859,"[0, 1, 0.05995139538744949, 1]",1
28860,"[0, 2, 0.1434585703964681, 0]",0
28861,"[0, 1, 0.11234310799611529, 1]",1
28862,"[0, 1, 0.030415081328045462, 0]",1
28863,"[0, 3, 0.01190762837282937, 0]",0
28864,"[0, 1, 0.0992876255331741, 0]",1
28865,"[1, 1, 0.11126323672556727, 0]",0
28866,"[0, 1, 0.1935826492096919, 1]",1
28867,"[0, 1, 0.04614044176873658, 1]",1
28868,"[1, 2, 0.051941896178031556, 0]",0
28869,"[1, 2, 0.055299437005818484, 0]",0
28870,"[0, 2, 0.03806763967093334, 0]",0
28871,"[1, 1, 0.11830045142222678, 0]",1
28872,"[0, 2, 0.01713254973538866, 0]",0
28873,"[0, 1, 0.048346749213695875, 0]",1
28874,"[1, 3, 0.0062507436362678245, 0]",0
28875,"[0, 1, 0.09863836764205923, 1]",1
28876,"[0, 1, 0.1641305510703244, 0]",1
28877,"[0, 1, 0.02034279890958762, 1]",1
28878,"[0, 1, 0.0933121411446049, 0]",1
28879,"[0, 1, 0.02314360688399423, 1]",1
28880,"[1, 3, 0.04090560173734091, 0]",0
28881,"[0, 2, 0.02878308896489647, 0]",0
28882,"[0, 1, 0.04313172896279426, 0]",1
28883,"[0, 2, 0.08668853904236849, 0]",0
28884,"[1, 1, 0.0531234440893047, 0]",1
28885,"[0, 2, 0.08019472370009477, 0]",1
28886,"[0, 2, 0.07172928519823404, 0]",1
28887,"[0, 1, 0.011255232544128375, 0]",1
28888,"[0, 3, 0.06846886314376888, 0]",0
28889,"[1, 1, 0.04346220184592471, 0]",0
28890,"[1, 1, 0.0302081292420449, 0]",1
28891,"[0, 2, 0.031027668341685712, 0]",1
28892,"[0, 1, 0.11261328936500821, 1]",1
28893,"[1, 2, 0.056306933661768664, 0]",0
28894,"[0, 1, 0.017174579679248975, 0]",1
28895,"[1, 1, 0.014331542103594252, 0]",1
28896,"[0, 2, 0.010075685546240234, 1]",0
28897,"[0, 1, 0.052715518131042846, 0]",0
28898,"[0, 1, 0.04084559821242997, 0]",1
28899,"[1, 3, 0.05793519189088135, 0]",0
28900,"[0, 3, 0.10388379235606311, 0]",0
28901,"[0, 2, 0.05021049963876384, 0]",0
28902,"[0, 2, 0.05443385280561712, 0]",1
28903,"[0, 2, 0.061482244455629186, 0]",1
28904,"[1, 3, 0.047072343411341096, 0]",0
28905,"[0, 1, 0.06784320446794057, 0]",1
28906,"[0, 1, 0.054705222362942556, 1]",1
28907,"[0, 1, 0.07927973627173238, 1]",1
28908,"[1, 3, 0.013155589425003627, 0]",0
28909,"[0, 1, 0.11434741040101797, 0]",1
28910,"[1, 1, 0.042145165426351244, 0]",0
28911,"[1, 2, 0.04938737669386607, 0]",0
28912,"[0, 1, 0.02944642599473416, 1]",1
28913,"[0, 1, 0.06806632196657982, 1]",1
28914,"[1, 3, 0.06893329345817659, 0]",1
28915,"[0, 1, 0.13756392634339612, 0]",1
28916,"[0, 3, 0.013098391210112305, 1]",1
28917,"[1, 2, 0.019699943849783828, 0]",0
28918,"[0, 1, 0.02699929369351153, 0]",1
28919,"[0, 3, 0.05578944404307093, 0]",0
28920,"[0, 3, 0.04564590876251259, 0]",1
28921,"[0, 1, 0.015088086730018603, 0]",0
28922,"[0, 1, 0.02380250886988275, 0]",1
28923,"[0, 1, 0.08981462997393785, 0]",1
28924,"[1, 3, 0.0104605207580758, 0]",0
28925,"[0, 1, 0.020276055704652785, 1]",1
28926,"[0, 1, 0.13541002124024556, 0]",0
28927,"[1, 2, 0.04303757111894044, 0]",0
28928,"[0, 1, 0.09185882350602217, 0]",1
28929,"[0, 1, 0.033595558379991626, 0]",1
28930,"[0, 1, 0.03811027840715925, 1]",1
28931,"[0, 1, 0.07167034316364737, 0]",1
28932,"[0, 1, 0.1395199072530844, 1]",1
28933,"[0, 3, 0.04366130403370768, 0]",0
28934,"[1, 1, 0.04917085230667896, 0]",1
28935,"[1, 1, 0.015458390692449624, 0]",0
28936,"[0, 3, 0.09809737915202052, 0]",0
28937,"[0, 2, 0.03681718726612516, 1]",1
28938,"[1, 1, 0.04814924409115854, 0]",0
28939,"[1, 1, 0.02583040574193733, 0]",0
28940,"[1, 2, 0.02806505528667646, 0]",0
28941,"[0, 1, 0.035054670005204944, 0]",0
28942,"[0, 3, 0.06549195605056153, 0]",0
28943,"[0, 1, 0.07275464505911085, 1]",1
28944,"[0, 1, 0.04554694060233748, 1]",1
28945,"[0, 3, 0.061482244455629186, 0]",1
28946,"[1, 2, 0.028906115658027365, 0]",1
28947,"[0, 1, 0.04440311882723368, 0]",0
28948,"[0, 3, 0.09759933046102391, 0]",1
28949,"[0, 1, 0.03376318424104525, 1]",1
28950,"[0, 3, 0.03765787472907288, 0]",0
28951,"[0, 1, 0.08571910754366834, 0]",1
28952,"[0, 3, 0.013155589425003627, 0]",0
28953,"[1, 2, 0.06516185984687184, 0]",1
28954,"[0, 1, 0.024114551870903483, 0]",1
28955,"[0, 1, 0.04725760503755584, 0]",1
28956,"[0, 1, 0.26232869862437075, 0]",1
28957,"[0, 1, 0.09170928422893074, 1]",1
28958,"[0, 1, 0.2317984098449318, 0]",1
28959,"[0, 2, 0.06026978604981693, 0]",1
28960,"[0, 1, 0.10302151548663636, 0]",1
28961,"[0, 2, 0.01880778197060467, 1]",1
28962,"[1, 1, 0.04496462654217657, 0]",0
28963,"[0, 1, 0.05764714058884894, 0]",1
28964,"[0, 1, 0.07531574945814576, 0]",1
28965,"[1, 2, 0.044303382034203385, 0]",0
28966,"[0, 1, 0.16885666156957566, 0]",1
28967,"[0, 2, 0.084452658736312, 0]",1
28968,"[0, 3, 0.0734787799591666, 1]",1
28969,"[0, 2, 0.07724692252117514, 1]",1
28970,"[1, 1, 0.0464346169348147, 0]",0
28971,"[1, 2, 0.09718161220405905, 0]",0
28972,"[0, 2, 0.03223263681397932, 0]",1
28973,"[0, 1, 0.04634815351270508, 1]",0
28974,"[0, 2, 0.047819523465489365, 0]",0
28975,"[1, 1, 0.03061032088420625, 0]",1
28976,"[1, 3, 0.03347366642584256, 0]",0
28977,"[1, 3, 0.06409851017714532, 0]",0
28978,"[0, 2, 0.022252647345113452, 0]",0
28979,"[0, 3, 0.11516979879912233, 1]",1
28980,"[1, 3, 0.047072343411341096, 0]",0
28981,"[0, 1, 0.10770434551032715, 1]",1
28982,"[0, 3, 0.08607514223788088, 0]",1
28983,"[0, 1, 0.017344613194309622, 0]",1
28984,"[1, 3, 0.02842103753137576, 0]",0
28985,"[1, 2, 0.019819934067933094, 0]",0
28986,"[0, 1, 0.10543103626208569, 1]",1
28987,"[0, 2, 0.02283549977593292, 0]",1
28988,"[1, 2, 0.041510390596239594, 0]",1
28989,"[0, 2, 0.03136492560626925, 0]",1
28990,"[1, 1, 0.016423517005487446, 0]",0
28991,"[1, 2, 0.03353267332177094, 0]",0
28992,"[0, 1, 0.061482244455629186, 1]",1
28993,"[0, 1, 0.0892562446639818, 1]",1
28994,"[0, 1, 0.10486505811341515, 0]",1
28995,"[0, 1, 0.07750797580242817, 0]",1
28996,"[0, 2, 0.04938737669386607, 0]",0
28997,"[0, 1, 0.10297178308504018, 1]",1
28998,"[1, 1, 0.0424762900966266, 0]",0
28999,"[0, 1, 0.06478774146937269, 1]",1
29000,"[0, 1, 0.08690278783632203, 1]",1
29001,"[1, 2, 0.05793519189088135, 0]",0
29002,"[0, 1, 0.08690278783632203, 1]",1
29003,"[0, 3, 0.09129181752502517, 0]",0
29004,"[1, 1, 0.023718680602910464, 0]",0
29005,"[0, 1, 0.17721352813681354, 1]",1
29006,"[0, 2, 0.01132567661024748, 0]",0
29007,"[0, 1, 0.1176953407188509, 1]",1
29008,"[0, 2, 0.04085685128226193, 0]",1
29009,"[1, 1, 0.010436156546556481, 0]",0
29010,"[0, 2, 0.009285704849484657, 0]",1
29011,"[0, 3, 0.07476137002886636, 0]",1
29012,"[0, 2, 0.04855197400355157, 0]",1
29013,"[0, 2, 0.047145439290494605, 1]",1
29014,"[0, 2, 2.1099465779584268, 1]",1
29015,"[0, 1, 0.07685411092510862, 1]",1
29016,"[1, 3, 0.04938737669386607, 0]",0
29017,"[0, 2, 0.02869171407929362, 0]",0
29018,"[0, 3, 0.013433633919305214, 0]",0
29019,"[0, 1, 0.11627694653187416, 1]",1
29020,"[0, 1, 0.04635280905831489, 0]",0
29021,"[0, 1, 0.03989201268889042, 0]",0
29022,"[1, 1, 0.0469190092482825, 0]",1
29023,"[0, 1, 0.08377561505151185, 0]",1
29024,"[0, 1, 0.03514673641143712, 1]",1
29025,"[0, 3, 0.06694733285168512, 0]",0
29026,"[0, 3, 0.09289910853524919, 0]",1
29027,"[1, 1, 0.030813807917303024, 0]",0
29028,"[1, 2, 0.020452800868670455, 0]",0
29029,"[1, 2, 0.1100511410747169, 0]",0
29030,"[1, 1, 0.02001441425959611, 0]",1
29031,"[0, 2, 0.06257688382279172, 0]",1
29032,"[0, 1, 0.05673578601895663, 0]",1
29033,"[1, 2, 0.07006116228664722, 0]",0
29034,"[1, 3, 0.007886465911847723, 0]",0
29035,"[1, 1, 0.027901990722694895, 0]",0
29036,"[0, 1, 0.05424072883748294, 1]",1
29037,"[0, 2, 0.15453227322995453, 0]",0
29038,"[1, 3, 0.0066478769267650836, 0]",0
29039,"[0, 1, 0.08033539751185628, 1]",1
29040,"[0, 3, 0.05793519189088135, 0]",0
29041,"[0, 2, 0.03544270562736271, 0]",0
29042,"[1, 1, 0.0368828522935382, 0]",0
29043,"[1, 2, 0.0547750905150151, 0]",0
29044,"[0, 3, 0.0455371716820839, 0]",0
29045,"[0, 1, 0.023155496158940796, 0]",1
29046,"[0, 2, 0.04837532031546403, 1]",1
29047,"[0, 1, 0.11211129045945203, 0]",1
29048,"[0, 1, 0.12547708923764828, 1]",1
29049,"[0, 3, 0.05021049963876384, 0]",0
29050,"[1, 2, 0.12093830078866008, 0]",0
29051,"[0, 2, 0.028390090252262957, 0]",1
29052,"[0, 1, 0.09274661301645577, 1]",1
29053,"[1, 1, 0.027425073741425093, 0]",0
29054,"[1, 1, 0.16540161763144545, 0]",1
29055,"[1, 2, 0.05684207506275152, 0]",0
29056,"[1, 2, 0.13693772628753775, 0]",1
29057,"[0, 2, 0.07517786265241032, 0]",1
29058,"[1, 1, 0.028741154759603028, 0]",0
29059,"[1, 3, 0.03204925508857266, 0]",0
29060,"[0, 1, 0.18903042015022337, 1]",1
29061,"[0, 1, 0.10208796684402263, 0]",1
29062,"[0, 1, 0.025039259130590723, 0]",1
29063,"[1, 2, 0.06713508512692778, 0]",0
29064,"[0, 1, 0.08350802136911106, 1]",1
29065,"[1, 1, 0.02823131414171501, 0]",0
29066,"[1, 1, 0.08921087683714943, 0]",1
29067,"[1, 1, 0.01785946805185181, 0]",0
29068,"[1, 1, 0.017542322954628837, 0]",0
29069,"[0, 2, 0.024868893865839403, 1]",1
29070,"[1, 1, 0.02831817909161856, 0]",0
29071,"[0, 2, 0.04366130403370768, 1]",1
29072,"[1, 1, 0.015153601496303907, 0]",0
29073,"[1, 1, 0.0020131895040339277, 0]",0
29074,"[0, 1, 0.12314404605885894, 1]",1
29075,"[0, 2, 0.03416177305039597, 0]",1
29076,"[0, 1, 0.1412170302340233, 1]",0
29077,"[0, 1, 0.014968670362648191, 0]",0
29078,"[1, 1, 0.0655970659768105, 0]",0
29079,"[0, 3, 0.009365592316966943, 0]",0
29080,"[0, 2, 0.2510524981938192, 1]",1
29081,"[0, 2, 0.15855947254346475, 0]",1
29082,"[1, 2, 0.0107211031257147, 0]",0
29083,"[0, 2, 0.02940473202336808, 0]",1
29084,"[0, 3, 0.005755540441106415, 0]",0
29085,"[0, 1, 0.09614776526571799, 0]",1
29086,"[0, 2, 0.05381967629239166, 0]",1
29087,"[1, 1, 0.01913247757656973, 0]",1
29088,"[0, 3, 0.01982801552939499, 1]",1
29089,"[0, 1, 0.015789054771191417, 1]",1
29090,"[1, 1, 0.0315045625014506, 0]",0
29091,"[0, 2, 0.06046915039433004, 1]",1
29092,"[1, 1, 0.028993534972073565, 0]",0
29093,"[1, 2, 0.07927973627173238, 0]",0
29094,"[0, 1, 0.16279990582675746, 0]",1
29095,"[0, 1, 0.04908805823835273, 1]",1
29096,"[0, 2, 0.04262727339196435, 1]",1
29097,"[0, 2, 0.018039700469016946, 0]",0
29098,"[0, 2, 0.06975072321636987, 0]",1
29099,"[0, 2, 0.01589474810365247, 0]",1
29100,"[1, 1, 0.11121562997910449, 0]",1
29101,"[1, 1, 0.00845454011304864, 0]",0
29102,"[0, 2, 0.04681869950736965, 0]",0
29103,"[1, 1, 0.04979378426228682, 0]",1
29104,"[1, 1, 0.09212935713534649, 0]",1
29105,"[1, 3, 0.04496462654217657, 0]",0
29106,"[1, 1, 0.0065032595587340815, 0]",0
29107,"[1, 2, 0.03588481399246722, 0]",0
29108,"[1, 1, 0.034717403347393226, 0]",0
29109,"[0, 2, 0.035209885039736474, 0]",0
29110,"[0, 1, 0.03516442127065512, 0]",1
29111,"[0, 2, 0.013693263035401736, 0]",0
29112,"[0, 2, 0.15855947254346475, 0]",1
29113,"[1, 2, 0.012874487086862523, 0]",0
29114,"[1, 2, 0.023204819306435965, 0]",0
29115,"[1, 2, 0.07726613661497726, 0]",0
29116,"[1, 2, 0.0319721944613699, 0]",0
29117,"[0, 1, 0.1021345940892391, 1]",1
29118,"[1, 1, 0.024216514294092318, 0]",0
29119,"[1, 1, 0.027969612739586022, 0]",1
29120,"[0, 2, 0.04317503103835542, 0]",1
29121,"[1, 1, 0.038047452361272584, 0]",1
29122,"[0, 1, 0.03309587517772471, 0]",0
29123,"[0, 3, 0.10212305011274, 0]",1
29124,"[0, 2, 0.01650756152507304, 0]",0
29125,"[0, 2, 0.043277328201623715, 0]",1
29126,"[0, 3, 0.014795643181591392, 0]",0
29127,"[1, 1, 0.013104195603894732, 0]",0
29128,"[0, 1, 0.047398760039720246, 0]",1
29129,"[1, 1, 0.008218713919574929, 0]",0
29130,"[0, 1, 0.033623329993682755, 0]",0
29131,"[0, 3, 0.03977356789052099, 0]",1
29132,"[0, 2, 0.049735163334267446, 1]",1
29133,"[0, 1, 0.08353734950316948, 1]",1
29134,"[1, 3, 0.0104605207580758, 0]",0
29135,"[0, 1, 0.014891479522344216, 1]",1
29136,"[0, 2, 0.04366130403370768, 0]",0
29137,"[0, 2, 0.027533723457134385, 1]",1
29138,"[0, 2, 0.02823940018415413, 1]",1
29139,"[0, 1, 0.04441411465967771, 0]",1
29140,"[1, 3, 0.044303382034203385, 0]",0
29141,"[0, 3, 0.020011373511792673, 0]",0
29142,"[1, 1, 0.05101063715905067, 0]",0
29143,"[0, 1, 0.05555809259059374, 1]",1
29144,"[1, 1, 0.07006116228664722, 0]",0
29145,"[0, 1, 0.05835701982109942, 0]",1
29146,"[1, 2, 0.020452800868670455, 0]",0
29147,"[0, 1, 0.022261745890976053, 0]",0
29148,"[1, 2, 0.0075694220560950515, 0]",0
29149,"[0, 1, 0.0077009485828246765, 0]",1
29150,"[1, 3, 0.03963986813586619, 0]",0
29151,"[1, 2, 0.06221034899931734, 0]",0
29152,"[1, 2, 0.0418420830323032, 0]",0
29153,"[0, 1, 0.053475903371620344, 0]",1
29154,"[1, 3, 0.04366130403370768, 0]",0
29155,"[0, 2, 0.18543872787594545, 1]",1
29156,"[0, 1, 0.042214165392393914, 0]",1
29157,"[1, 1, 0.08019472370009477, 0]",0
29158,"[0, 1, 0.02774705702494944, 0]",1
29159,"[0, 1, 0.08315191162942526, 1]",1
29160,"[0, 2, 0.03931326775874382, 1]",1
29161,"[0, 2, 0.0853821969039073, 1]",1
29162,"[0, 1, 0.021676744159062053, 0]",1
29163,"[0, 2, 0.014403780663585952, 1]",0
29164,"[0, 1, 0.07006116228664722, 0]",0
29165,"[0, 2, 0.10765872496439696, 1]",1
29166,"[0, 2, 0.07172928519823404, 0]",1
29167,"[1, 2, 0.031058041013668353, 0]",0
29168,"[0, 1, 0.03865804662943142, 1]",1
29169,"[1, 1, 0.0272793054665728, 0]",1
29170,"[1, 1, 0.012939774355476661, 0]",0
29171,"[0, 1, 0.06356570288102119, 1]",0
29172,"[0, 1, 0.14492260931498874, 0]",1
29173,"[1, 2, 0.059071176045604516, 0]",0
29174,"[0, 2, 0.12442069799863469, 1]",1
